receptor,experiment,best_docking_score,qed,sa,smiles,generation,file
5ht1b,exp_0016,-13.300000,0.561918,4.034273,CC1CN(c2cc3c(cn2)CCN3)CCC1C1=C(c2ccc3c4c(cccc24)C(=O)N3)CCOC1,generation_10,output_runs/exp_0016/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0163,-13.300000,0.552011,2.753446,[H]C1=C([H])C([H])([H])c2c1c([H])c(F)c([H])c2-c1c([H])c([H])c([H])c(-c2c([H])nc([H])c(C(=O)N3C([H])([H])C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C3([H])[H])c2[H])c1[H],generation_5,output_runs/exp_0163/5ht1b/generation_5/docking_results/final_scored.smi
5ht1b,exp_0124,-13.300000,0.512585,4.351011,CN(C(=O)c1cccc2ccccc12)c1ccc(C(O)C2CCC3CN(C(=O)[C@@H]4COCCN4C)NC3C2)cc1,generation_6,output_runs/exp_0124/5ht1b/generation_6/docking_results/final_scored.smi
5ht1b,exp_0015,-13.200000,0.636800,3.908038,C#CCN1CCN(C(=O)C2Cc3c([nH]c4c(-c5nn[nH]n5)c(C)ccc34)C(C)C2)CC1,generation_5,output_runs_test/exp_0015/5ht1b/generation_5/docking_results/final_scored.smi
5ht1b,exp_0183,-13.200000,0.556431,4.307327,O=C(c1ccc2cc(-c3cnnn3[C@@H]3[C@H]4CC[C@H]4[C@@H]4C[C@@H]43)ccc2c1)C1CCCCN1C(=O)O,generation_6,output_runs_test/exp_0183/5ht1b/generation_6/docking_results/final_scored.smi
5ht1b,exp_0201,-13.200000,0.595306,3.196112,CC(=O)N1CCN(C(=O)c2ccn(C(=O)OCc3cccc(-c4cc(O)ncc4C)c3)n2)CC1(C)C,generation_4,output_runs/exp_0201/5ht1b/generation_4/docking_results/final_scored.smi
5ht1b,exp_0060,-13.100000,0.528567,3.871430,[H]OC(=O)N1C(=O)c2c([H])c(C([H])([H])c3([H])c([H])([H])c(-c4nnn([H])n4)c([H])n(C(=O)c4c([H])c([H])c(F)c([H])c4[H])c3([H])[H])c(C#N)c([H])c2OC([H])([H])C1([H])[H],generation_9,output_runs_test/exp_0060/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0117,-13.100000,0.561484,3.198073,[H]OC1=Nc2c([H])c([H])c([H])c([H])c2N(C(=O)c2c([H])c([H])c([H])c(-c3c([H])c([H])c([H])c(N(C([H])([H])[H])C([H])([H])[H])c3[H])c2[H])C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H],generation_7,output_runs/exp_0117/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0021,-13.100000,0.541356,3.838862,C[C@H]1C[C@@H]1NC(=O)c1cccc(-c2nnnn2C2CCN(C(=O)N3CCC(c4ccc(C#N)cn4)CC3)C2)c1,generation_8,output_runs/exp_0021/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0170,-13.100000,0.587434,3.446553,O=C1Cc2cccc(-c3noc(CCCC(=O)N4CCC5c6ccccc6CCC5C4)n3)c21,generation_4,output_runs/exp_0170/5ht1b/generation_4/docking_results/final_scored.smi
5ht1b,exp_0011,-13.000000,0.507744,3.136239,[H]c1c([H])c(C(F)(F)F)c([H])c([H])c1-c1c([H])c(C(=O)N2C([H])([H])C([H])([H])OC([H])(c3nnn([H])n3)C2([H])[H])nc2c([H])c([H])c([H])c([H])c12,generation_5,output_runs_test/exp_0011/5ht1b/generation_5/docking_results/final_scored.smi
5ht1b,exp_0190,-13.000000,0.516535,4.256456,Cc1nnn([C@@H]2CC[C@H]3CN(C(=O)[C@@H]4CC[C@H]5C[C@H]5C4)C[C@H]32)c1COc1cccc2ccccc12,generation_9,output_runs_test/exp_0190/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0206,-13.000000,0.570230,3.320583,O=C(C#Cc1cccc2ccccc12)NC1=NCCN1C(=O)N[C@@H]1CCCc2ccccc21,generation_8,output_runs/exp_0206/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0035,-13.000000,0.605386,4.651588,Cc1cc(-c2ccc(F)cc2)nc(C2(C#N)CCC(C)(c3n[nH]c([C@H]4C=CC(=O)N=N4)n3)C2)c1,generation_9,output_runs/exp_0035/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0001,-12.900000,0.580598,4.193022,O=C(CCC1CCCCN1C(=O)C1CCN(C(=O)Oc2ccc3ccccc3c2)CC1F)N[C@H]1COC(=O)N1,generation_7,output_runs_test/exp_0001/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0031,-12.900000,0.560779,2.687294,[H]c1c([H])c([H])c2c(c1[H])-c1c([H])c([H])c([H])c([H])c1C2([H])C([H])([H])OC(=O)N([H])C(=O)N1C([H])([H])C([H])([H])N(C(=O)c2c([H])c(C#N)c([H])c(F)c2F)C([H])([H])C1([H])[H],generation_10,output_runs_test/exp_0031/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0135,-12.900000,0.569941,3.298339,Cc1cc(-c2ccc(C)n(C(=O)N[C@@H]3CCCc4ccccc43)c2=O)ccc1C(F)(F)C(=O)O,generation_9,output_runs_test/exp_0135/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0064,-12.900000,0.566480,3.258423,Cc1ccc(N2C[C@H](NC(=O)N3CCC(CS(=O)(=O)c4ccc5ccccc5c4)C3)CC2=O)cc1C,generation_3,output_runs/exp_0064/5ht1b/generation_3/docking_results/final_scored.smi
5ht1b,exp_0202,-12.900000,0.534144,2.828625,[H]c1nc2c(c([H])c1C#CC([H])([H])Oc1c([H])c([H])c(C(=O)N([H])C(=O)N([H])C(=O)c3c([H])c([H])c4c(c3[H])C([H])([H])C4([H])[H])c(C([H])([H])[H])c1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],generation_9,output_runs/exp_0202/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0168,-12.900000,0.575615,3.515277,[H]OC1(C2([H])C([H])([H])C([H])([H])N(C(=O)C3=C([H])N4C(=NS(=O)(=O)C([H])([H])C4([H])[H])C([H])=C3[H])C([H])([H])C2([H])[H])C([H])([H])C([H])([H])N(c2c([H])c([H])c(C#N)c(-c3nc([H])c(F)c([H])c3[H])c2[H])C([H])([H])C1([H])[H],generation_10,output_runs/exp_0168/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0020,-12.800000,0.546239,3.448361,CC(C)c1ccccc1N1CCCC(C2CN(C(=O)NCc3cccc(-c4nn[nH]n4)c3)CCO2)C1,generation_9,output_runs_test/exp_0020/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0043,-12.800000,0.568987,3.215193,N#Cc1cccc(-c2[nH]c3cc4c(cc3c2C2=CCNCC2)CN(C(=O)C2CCOCC2)C4=O)c1,generation_9,output_runs_test/exp_0043/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0055,-12.800000,0.504744,2.779325,O=C1CC(Cc2nc(-c3cccc(Oc4ccc5c6c(cccc46)C(=O)N5)c3)n[nH]2)C1,generation_8,output_runs_test/exp_0055/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0056,-12.800000,0.519505,3.589441,O=C1Nc2c(-c3cccc(CCN4C(=O)CC[C@H](N[C@@H]5CCCOC5)C4=O)c3)ccc3cccc1c23,generation_6,output_runs_test/exp_0056/5ht1b/generation_6/docking_results/final_scored.smi
5ht1b,exp_0073,-12.800000,0.596248,3.654732,C[C@@H]1NCCC[C@H]1C(=O)N(C(=O)C#Cc1ccc2ccccc2c1)c1ccc2c(c1)CCC2,generation_7,output_runs_test/exp_0073/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0115,-12.800000,0.504450,3.592042,COc1cccc(C(=O)NC(=O)N2CCN(c3cccc(C4=C(c5cc(C#N)cnn5)CCOC4)c3)CC(C)C2)c1,generation_5,output_runs_test/exp_0115/5ht1b/generation_5/docking_results/final_scored.smi
5ht1b,exp_0148,-12.800000,0.518787,3.938749,[H]C1=NC([H])([H])C([H])([H])c2c(C#CC([H])([H])S(=O)(=O)c3c([H])c(C(=O)N4C([H])([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C4([H])[H])c4c([H])c([H])c([H])c([H])c4c3[H])c([H])c([H])c([H])c21,generation_6,output_runs_test/exp_0148/5ht1b/generation_6/docking_results/final_scored.smi
5ht1b,exp_0181,-12.800000,0.686824,3.511879,[H]C(=C1c2c(c([H])c3oc(-c4nc([H])c([H])c([H])c4[H])c([H])c3c2[H])C([H])([H])C([H])([H])C1([H])[H])[C@@]1([H])C(=O)N([H])C(=O)N1[H],generation_8,output_runs_test/exp_0181/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0032,-12.800000,0.552704,4.279274,O=C(C1CCCCC1)N1CCCC(c2cc3cc(-c4nnnn4[C@@H]4CC[C@@H]5CNC[C@H]54)cc(F)c3o2)C1,generation_7,output_runs/exp_0032/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0055,-12.800000,0.519327,2.973519,CC(=O)N(C(=O)N1CCN(Cc2cc3cc(NC(=O)N4CCC(=O)CC4)cc(F)c3o2)CC1)c1ccc(F)cc1,generation_10,output_runs/exp_0055/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0097,-12.800000,0.507619,4.254923,O=C(NC[C@H]1CCS(=O)(=O)C1)N1C[C@@H]2C[C@@H](n3cc(CC4CCN(C(=O)Nc5ccc(C(F)(F)F)cc5)CC4)nn3)[C@H]2C1,generation_3,output_runs/exp_0097/5ht1b/generation_3/docking_results/final_scored.smi
5ht1b,exp_0104,-12.800000,0.546662,3.944332,[H]C#CC([H])([H])C1([H])C([H])([H])C([H])([H])N(C(=O)N2C([H])([H])C([H])([H])N(C(=O)c3nnn(-c4c([H])c([H])c(Cl)c(OC5([H])C([H])([H])C6([H])C([H])([H])N([H])C([H])([H])C6([H])C5([H])[H])c4[H])c3C([H])([H])[H])C([H])([H])C2([H])[H])C([H])([H])C1([H])[H],generation_10,output_runs/exp_0104/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0127,-12.800000,0.503429,3.507405,Cc1ccc2c(c1C)O[C@@H](Cn1nnc(CC(=O)[O-])c1-c1ccc3ccccc3c1)C2,generation_2,output_runs/exp_0127/5ht1b/generation_2/docking_results/final_scored.smi
5ht1b,exp_0141,-12.800000,0.502555,2.865025,Cc1cccc(C(=O)n2cc3c(nc2=N)oc(-c2ccc4ccccc4c2)n~3)n1,generation_7,output_runs/exp_0141/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0013,-12.800000,0.501342,3.793320,O=C(Oc1ccc2c(c1)CCCC2)N1CC(OCC#Cc2ccc(F)c(-c3nn[nH]n3)c2)CC(C2CC2)C1,generation_9,output_runs/exp_0013/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0033,-12.800000,0.645929,3.787071,O=C1CC[C@H](C(=O)n2nc(O)cc2C(=O)NC2CC2c2cccc(-c3ccccc3)c2)C1,generation_8,output_runs/exp_0033/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0102,-12.800000,0.517598,3.260934,[H]c1nnc2c(-c3c([H])c([H])c([H])c(-c4noc(C5([H])N([H])C([H])([H])C([H])([H])N(C(=O)C6([H])C([H])([H])C([H])([H])C6([H])[H])C5([H])[H])n4)c3[H])c([H])c([H])c([H])c2c1[H],generation_10,output_runs/exp_0102/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0034,-12.700000,0.504398,4.374725,CC1(NS(=O)(=O)C2=CC(=O)C(=O)[C@@H]3C=CC=C[C@@H]23)CC(C(=O)N2CCCC(Oc3ccc(O)c4ccccc34)C2)C1,generation_8,output_runs_test/exp_0034/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0072,-12.700000,0.562862,4.491063,Cc1cc2cc(CC3CC(=O)c4ccc5c(c4O3)CCCC5)[nH]c2cc1O[C@@H]1CCC12COC2,generation_6,output_runs_test/exp_0072/5ht1b/generation_6/docking_results/final_scored.smi
5ht1b,exp_0113,-12.700000,0.577772,3.883071,CC(NC(=O)C1CCC(=O)NN1C(=O)[C@@H]1CCCCC1=O)c1ccccc1Oc1ccc(F)cc1C#N,generation_10,output_runs_test/exp_0113/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0124,-12.700000,0.540401,3.026272,N#Cc1cc(N(C(=O)C2CCN(C(=O)c3ccc4ccccc4c3)CC2)C(=O)N2CCC(=O)CC2)no1,generation_8,output_runs_test/exp_0124/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0174,-12.700000,0.514890,3.084219,[H]c1nc(C#N)c([H])c([H])c1-c1c([H])c([H])c(F)c(C([H])([H])N([H])c2c([H])c([H])c([H])c3c2C([H])([H])C([H])([H])C([H])([H])N3C(=O)C2(C#N)C([H])([H])C([H])(C([H])([H])[H])C2([H])[H])c1[H],generation_6,output_runs_test/exp_0174/5ht1b/generation_6/docking_results/final_scored.smi
5ht1b,exp_0026,-12.700000,0.554859,2.674513,[H]c1nc2nc(N([H])C(=O)c3c([H])c([H])c(C(=O)N4C([H])([H])C([H])([H])N(C5([H])C([H])([H])C([H])([H])C([H])([H])C5([H])[H])C([H])([H])C([H])([H])C4([H])[H])c([H])c3C([H])([H])[H])nc(C3([H])C([H])([H])C3([H])[H])c2c([H])c1[H],generation_9,output_runs/exp_0026/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0027,-12.700000,0.563725,3.618773,CC1CC(NC(=O)Nc2ccc(N3CCOC3=O)cc2)N(C)N1C(=O)Oc1ccc2ccccc2c1,generation_4,output_runs/exp_0027/5ht1b/generation_4/docking_results/final_scored.smi
5ht1b,exp_0028,-12.700000,0.589945,3.766791,O=C(O)c1ccc2[nH]c(CC3CCN(C(=O)N4CCOC5(CCc6ccccc65)C4)CC3)cc2c1,generation_1,output_runs/exp_0028/5ht1b/generation_1/docking_results/final_scored.smi
5ht1b,exp_0030,-12.700000,0.843055,2.810303,[H]c1c([H])c2c3c(c([H])c([H])c(C(=O)N([H])C4=NC(=O)C([H])([H])N4C4([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C4([H])[H])c3c1[H])N([H])C2=O,generation_9,output_runs/exp_0030/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0051,-12.700000,0.620068,3.286842,Cc1ccc(-c2[nH]c3cc(C#N)c(C)cc3c2C2=CCN(C(=O)C3=CC=NC(=O)C3)CC2)cc1,generation_5,output_runs/exp_0051/5ht1b/generation_5/docking_results/final_scored.smi
5ht1b,exp_0119,-12.700000,0.558633,3.012201,C#CC(=O)N1CCC(C(=O)Nc2ccc3ccccc3c2OCC#Cc2cccc(C#N)c2O)CC1,generation_5,output_runs/exp_0119/5ht1b/generation_5/docking_results/final_scored.smi
5ht1b,exp_0157,-12.700000,0.512161,3.430771,O=C(C#Cc1cccc2ccccc12)Nc1ccc(N(C(=O)[C@@H]2CCC(=O)NC2)C(=O)N2CCOCC2)cc1,generation_7,output_runs/exp_0157/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0186,-12.700000,0.603937,4.904253,N#Cc1ccc2cc(C(=O)NCCc3cn(C45CC6C7CC8CC6C(C4)C(C8)C7C5)nn3)oc2c1,generation_7,output_runs/exp_0186/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0042,-12.700000,0.513213,4.443572,Cc1cc(C2(O)CC[C@@H]3[C@@H](C(N)=O)[C@@H]32)c2[nH]c(-c3ncccc3C(=O)N3CCCCC3C)cc2c1C,generation_4,output_runs/exp_0042/5ht1b/generation_4/docking_results/final_scored.smi
5ht1b,exp_0046,-12.700000,0.502896,2.976723,[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])N(C(=O)N([H])c2c([H])c([H])c(F)c([H])c2C([H])([H])c2c([H])c([H])c([H])c(-c3c([H])c([H])c4c(c3[H])C([H])([H])C([H])([H])O4)c2[H])C([H])([H])C1([H])[H],generation_8,output_runs/exp_0046/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0116,-12.700000,0.667967,3.138298,[H]O[C@@]1([H])C([H])([H])N(C(=O)C2([H])C([H])([H])C([H])([H])N(C(=O)N([H])c3c([H])c([H])c4c(c3[H])C([H])([H])c3c([H])c([H])c([H])c([H])c3-4)C([H])([H])C2([H])[H])[C@]([H])(C([H])([H])[H])C1([H])[H],generation_8,output_runs/exp_0116/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0123,-12.700000,0.669389,4.177550,[H]C1C(C2([H])c3c([H])c(C4=C([H])N(C(=O)N([H])C5([H])C([H])([H])OC([H])([H])C([H])([H])C5([H])[H])C([H])([H])C([H])([H])C4([H])[H])c([H])c([H])c3C([H])([H])C([H])([H])N2[H])C([H])([H])C([H])C([H])(N(C(=O)[O-])C([H])([H])[H])C1([H])[H],generation_5,output_runs/exp_0123/5ht1b/generation_5/docking_results/final_scored.smi
5ht1b,exp_0144,-12.700000,0.553952,4.213033,Cc1cc2c(C3=CCNCC3)c(C3CCC3)[nH]c2cc1C(=O)N1C[C@@H](C#N)[C@H](c2nn[nH]n2)C1,generation_10,output_runs/exp_0144/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0009,-12.600000,0.630133,3.446005,[H]C1=C(N([H])[H])C2=NN([H])N([H])N2N=C1n1nnc(C([H])([H])c2c([H])c([H])c([H])c3c([H])c([H])c([H])c([H])c23)c1[H],generation_7,output_runs_test/exp_0009/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0035,-12.600000,0.602553,4.183119,Cc1cc(C#N)ccc1C(=O)Nc1cc(F)ccc1C1CCN(C(=O)[C@H]2COC(=O)[C@@H]2C)CC1C(F)F,generation_6,output_runs_test/exp_0035/5ht1b/generation_6/docking_results/final_scored.smi
5ht1b,exp_0050,-12.600000,0.546926,2.427287,[H]c1c([H])c(C([H])([H])N([H])C(=O)N(C(=O)c2c([H])c([H])c3c([H])c([H])c(-c4nnn([H])n4)c([H])c3c2[H])C([H])([H])[H])c([H])c([H])c1C([H])([H])[H],generation_10,output_runs_test/exp_0050/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0084,-12.600000,0.666883,2.884316,CCN(C(=O)N[C@@H]1CC(=O)N(c2ccc(C)c(C)c2)C1)C(=O)c1ccc2ccccc2c1,generation_10,output_runs_test/exp_0084/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0137,-12.600000,0.500572,3.938435,[H]C#Cc1c([H])c([H])c(N(C(=O)C([H])([H])[H])C(=O)C2([H])C([H])([H])C([H])([H])N(c3nnc(-c4c([H])c([H])c5c(c4[H])OC([H])([H])C([H])([H])O5)c([H])c3[H])C([H])([H])C2([H])C#C[H])c([H])c1[H],generation_5,output_runs_test/exp_0137/5ht1b/generation_5/docking_results/final_scored.smi
5ht1b,exp_0139,-12.600000,0.656171,3.589255,Cc1nc(-c2ccc(Cc3nnc(NC(=O)[C@@H]4CCN[C@H]4C)o3)cc2)nc2c1CCC2,generation_7,output_runs_test/exp_0139/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0146,-12.600000,0.568425,3.617926,[H]C1=C([H])C([H])([H])C([H])(C#N)c2c1c([H])c(-c1c([H])c(S(=O)(=O)N([H])c3c([H])c(Cl)c([H])c([H])c3C#N)c([H])c([H])c1F)n2[H],generation_8,output_runs_test/exp_0146/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0152,-12.600000,0.502626,2.248140,Cc1cc(-c2cccc(NC(=O)N3CCN(c4ccccc4)CC3)c2F)cc(C(C)(C)C)c1,generation_9,output_runs_test/exp_0152/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0175,-12.600000,0.597988,3.085059,[H]C#Cc1c([H])c([H])c2c([H])c(C(=O)N(C([H])[H])C([H])([H])C3([H])C([H])([H])N(C(=O)c4c([H])c([H])c5c(c4[H])C([H])([H])C([H])([H])N5[H])C([H])([H])C([H])([H])C3([H])[H])c([H])c([H])c2c1[H],generation_9,output_runs_test/exp_0175/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0176,-12.600000,0.552627,3.907718,[H]c1nc([H])n(C(=O)c2c([H])c([H])c3c([H])c([H])c([H])c(C([H])([H])C(=O)N4C(=O)N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C4([H])[H])c3c2[H])c(=O)c1N([H])C(=O)[C@@]1([H])C([H])([H])[C@@]1([H])C([H])([H])[H],generation_9,output_runs_test/exp_0176/5ht1b/generation_9/docking_results/final_scored.smi
5ht1b,exp_0187,-12.600000,0.680621,3.436349,[H]c1c([H])c(C2=NOC([H])([H])C2([H])C(F)(F)F)c([H])c(-c2c([H])c([H])c([H])c(S(=O)(=O)N([H])C3([H])C([H])([H])C([H])(C(=O)N([H])[H])C3([H])[H])c2[H])c1[H],generation_8,output_runs_test/exp_0187/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0007,-12.600000,0.545039,2.701370,CC1CCN(C(=O)c2ccc(NC(=O)c3ccccc3/C=C/c3nccc4c3NC(=O)C4)cc2)CC1,generation_10,output_runs/exp_0007/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0038,-12.600000,0.510497,2.634884,[H]C#Cc1c([H])c([H])c2c([H])c(C3(C(=O)O[H])C([H])([H])C([H])([H])N(c4nc([H])nc5c([H])c([H])c([H])c([H])c45)C([H])([H])C3([H])[H])c([H])c([H])c2c1[H],generation_4,output_runs/exp_0038/5ht1b/generation_4/docking_results/final_scored.smi
5ht1b,exp_0054,-12.600000,0.511820,3.596290,Cc1cc(=O)c2cccc(O[C@@H]3C[C@@H]4CN(C(=O)Cc5cccc6ccccc56)C[C@H]43)c2[nH]1,generation_8,output_runs/exp_0054/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0139,-12.600000,0.552681,3.810004,CC#CCN1CCC(c2ccc(C)cc2)=C(c2ccc3c(c2)CN(C(=O)[C@@H]2[C@@H](C)C2(F)F)CC3)C1,generation_10,output_runs/exp_0139/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0148,-12.600000,0.502449,4.415897,COc1cccc(C2CC(C)CC3C2CN(c2cccc(C(C)O)c2)N3c2ccc3c(n2)CNCC3)c1,generation_10,output_runs/exp_0148/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0179,-12.600000,0.507929,3.945992,N#Cc1ccc(F)c2cc(COc3cccc(C(=O)N4CCC5C(CCN5C(=O)CC5=NNC(=O)C5)C4)c3)oc12,generation_8,output_runs/exp_0179/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0209,-12.600000,0.652030,4.312630,Cc1nnn(C23CC4CC(CC(C4)C2)C3)c1CN1CCN(C(=O)c2cccc(N3CCCN=C3O)c2)CC1,generation_8,output_runs/exp_0209/5ht1b/generation_8/docking_results/final_scored.smi
5ht1b,exp_0217,-12.600000,0.516170,3.636544,COc1cccc(C(N)C2=NN(C(=O)Oc3ccc4c(c3)CCCC4)C(=C3C=Nc4ccccc43)O2)c1,generation_7,output_runs/exp_0217/5ht1b/generation_7/docking_results/final_scored.smi
5ht1b,exp_0024,-12.600000,0.526626,3.527215,Cc1cc(N(C(=O)NC2CCCC2C(=O)N2CCCc3ccccc32)c2ccc(F)cc2)ncc1O,generation_10,output_runs/exp_0024/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0041,-12.600000,0.552814,3.693958,[H]c1c([H])c(F)c(-c2nc(C3([H])C([H])([H])N(C([H])([H])[H])N(C(=O)c4c([H])c([H])c([H])c(C([H])([H])[H])c4[H])C3([H])F)c([H])c(C([H])([H])[H])c2[H])c(F)c1[H],generation_10,output_runs/exp_0041/5ht1b/generation_10/docking_results/final_scored.smi
5ht1b,exp_0063,-12.600000,0.503121,3.704349,CN(C(=O)N[C@@H]1C(=O)N(C)c2ccccc21)c1ccc(C2NCCc3ccc(S(=O)(=O)C(F)(F)F)cc32)cc1,generation_5,output_runs/exp_0063/5ht1b/generation_5/docking_results/final_scored.smi
